,Unnamed: 0,Date,Stage,Team,Home Goals,Team Against,Against Goals,Result,Win Conditions,Host Team
803,1606,1919-10-19,Copa Premio Honor Argentino,Uruguay,1,Argentina,6,Loss,normal ending,True
806,1613,1919-12-07,Friendly,Uruguay,4,Argentina,2,Win,normal ending,True
807,1614,1919-12-07,Friendly,Argentina,2,Uruguay,4,Loss,normal ending,True
814,1629,1920-02-29,Friendly,Switzerland,0,France,2,Loss,normal ending,True
815,1630,1920-02-29,Friendly,France,2,Switzerland,0,Win,normal ending,True
816,1633,1920-03-15,British Championship,England,1,Wales,2,Loss,normal ending,True
817,1634,1920-03-15,British Championship,Wales,2,England,1,Win,normal ending,True
818,1637,1920-03-28,Friendly,France,2,Belgium,1,Win,normal ending,True
819,1638,1920-03-28,Friendly,Belgium,1,France,2,Loss,normal ending,True
822,1645,1920-04-05,Friendly,Netherlands,2,Denmark,0,Win,normal ending,True
823,1646,1920-04-05,Friendly,Denmark,0,Netherlands,2,Loss,normal ending,True
828,1657,1920-05-16,Friendly,Switzerland,2,Netherlands,1,Win,normal ending,True
829,1658,1920-05-16,Friendly,Netherlands,1,Switzerland,2,Loss,normal ending,True
834,1669,1920-06-27,Friendly,Switzerland,4,Germany,1,Win,normal ending,True
835,1670,1920-06-27,Friendly,Germany,1,Switzerland,4,Loss,normal ending,True
836,1673,1920-07-18,Copa Premio Honor Uruguayo,Uruguay,2,Argentina,0,Win,normal ending,True
837,1674,1920-07-18,Copa Premio Honor Uruguayo,Argentina,0,Uruguay,2,Loss,normal ending,True
838,1677,1920-07-25,Copa Newton,Argentina,1,Uruguay,3,Loss,normal ending,True
839,1678,1920-07-25,Copa Newton,Uruguay,3,Argentina,1,Win,normal ending,True
840,1681,1920-08-08,Copa Premio Honor Argentino,Argentina,1,Uruguay,0,Win,normal ending,True
841,1682,1920-08-08,Copa Premio Honor Argentino,Uruguay,0,Argentina,1,Loss,normal ending,True
844,1689,1920-09-12,Copa America,Uruguay,1,Argentina,1,Draw,normal ending,False
845,1690,1920-09-12,Copa America,Argentina,1,Uruguay,1,Draw,normal ending,False
846,1693,1920-09-18,Copa America,Brazil,0,Uruguay,6,Loss,normal ending,False
847,1694,1920-09-18,Copa America,Uruguay,6,Brazil,0,Win,normal ending,False
850,1701,1920-09-25,Copa America,Argentina,2,Brazil,0,Win,normal ending,False
851,1702,1920-09-25,Copa America,Brazil,0,Argentina,2,Loss,normal ending,False
866,1733,1921-03-06,Friendly,Belgium,3,France,1,Win,normal ending,True
867,1734,1921-03-06,Friendly,France,1,Belgium,3,Loss,normal ending,True
870,1741,1921-03-14,British Championship,Wales,0,England,0,Draw,normal ending,True
871,1742,1921-03-14,British Championship,England,0,Wales,0,Draw,normal ending,True
888,1777,1921-05-15,Friendly,Belgium,1,Netherlands,1,Draw,normal ending,True
889,1778,1921-05-15,Friendly,Netherlands,1,Belgium,1,Draw,normal ending,True
890,1781,1921-05-21,Friendly,Belgium,0,England,2,Loss,normal ending,True
891,1782,1921-05-21,Friendly,England,2,Belgium,0,Win,normal ending,True
896,1793,1921-06-12,Friendly,Denmark,1,Netherlands,1,Draw,normal ending,True
897,1794,1921-06-12,Friendly,Netherlands,1,Denmark,1,Draw,normal ending,True
906,1813,1921-10-02,Copa America,Argentina,1,Brazil,0,Win,normal ending,True
907,1814,1921-10-02,Copa America,Brazil,0,Argentina,1,Loss,normal ending,True
920,1841,1921-10-23,Copa America,Brazil,1,Uruguay,2,Loss,normal ending,False
921,1842,1921-10-23,Copa America,Uruguay,2,Brazil,1,Win,normal ending,False
922,1845,1921-10-30,Copa America,Argentina,1,Uruguay,0,Win,normal ending,True
923,1846,1921-10-30,Copa America,Uruguay,0,Argentina,1,Loss,normal ending,True
928,1857,1921-11-13,Friendly,France,0,Netherlands,5,Loss,normal ending,True
929,1858,1921-11-13,Friendly,Netherlands,5,France,0,Win,normal ending,True
932,1865,1921-12-18,Friendly,Spain,3,Portugal,1,Win,normal ending,True
933,1866,1921-12-18,Friendly,Portugal,1,Spain,3,Loss,normal ending,True
934,1869,1922-01-15,Friendly,France,2,Belgium,1,Win,normal ending,True
935,1870,1922-01-15,Friendly,Belgium,1,France,2,Loss,normal ending,True
938,1877,1922-03-13,British Championship,England,1,Wales,0,Win,normal ending,True
939,1878,1922-03-13,British Championship,Wales,0,England,1,Loss,normal ending,True
940,1881,1922-03-26,Friendly,Belgium,4,Netherlands,0,Win,normal ending,True
941,1882,1922-03-26,Friendly,Netherlands,0,Belgium,4,Loss,normal ending,True
942,1885,1922-03-26,Friendly,Germany,2,Switzerland,2,Draw,normal ending,True
943,1886,1922-03-26,Friendly,Switzerland,2,Germany,2,Draw,normal ending,True
946,1893,1922-04-15,Friendly,Belgium,0,Denmark,0,Draw,normal ending,True
947,1894,1922-04-15,Friendly,Denmark,0,Belgium,0,Draw,normal ending,True
948,1897,1922-04-17,Friendly,Netherlands,2,Denmark,0,Win,normal ending,True
949,1898,1922-04-17,Friendly,Denmark,0,Netherlands,2,Loss,normal ending,True
952,1905,1922-04-30,Friendly,France,0,Spain,4,Loss,normal ending,True
953,1906,1922-04-30,Friendly,Spain,4,France,0,Win,normal ending,True
954,1909,1922-05-07,Friendly,Netherlands,1,Belgium,2,Loss,normal ending,True
955,1910,1922-05-07,Friendly,Belgium,2,Netherlands,1,Win,normal ending,True
990,1981,1922-10-01,Copa America,Brazil,0,Uruguay,0,Draw,normal ending,True
991,1982,1922-10-01,Copa America,Uruguay,0,Brazil,0,Draw,normal ending,True
996,1993,1922-10-08,Copa America,Argentina,0,Uruguay,1,Loss,normal ending,False
997,1994,1922-10-08,Copa America,Uruguay,1,Argentina,0,Win,normal ending,False
1000,2001,1922-10-15,Copa America,Brazil,2,Argentina,0,Win,normal ending,True
1001,2002,1922-10-15,Copa America,Argentina,0,Brazil,2,Loss,normal ending,True
1010,2021,1922-10-22,Copa Roca,Brazil,2,Argentina,1,Win,normal ending,True
1011,2022,1922-10-22,Copa Roca,Argentina,1,Brazil,2,Loss,normal ending,True
1014,2029,1922-11-12,Copa Lipton,Uruguay,1,Argentina,0,Win,normal ending,True
1015,2030,1922-11-12,Copa Lipton,Argentina,0,Uruguay,1,Loss,normal ending,True
1016,2033,1922-11-19,Friendly,Switzerland,5,Netherlands,0,Win,normal ending,True
1017,2034,1922-11-19,Friendly,Netherlands,0,Switzerland,5,Loss,normal ending,True
1020,2041,1922-12-10,Copa Premio Honor Uruguayo,Uruguay,1,Argentina,0,Win,normal ending,True
1021,2042,1922-12-10,Copa Premio Honor Uruguayo,Argentina,0,Uruguay,1,Loss,normal ending,True
1022,2045,1922-12-17,Copa Newton,Argentina,2,Uruguay,2,Draw,normal ending,True
1023,2046,1922-12-17,Copa Newton,Uruguay,2,Argentina,2,Draw,normal ending,True
1024,2049,1922-12-17,Friendly,Portugal,1,Spain,2,Loss,normal ending,True
1025,2050,1922-12-17,Friendly,Spain,2,Portugal,1,Win,normal ending,True
1036,2073,1923-01-28,Friendly,Spain,3,France,0,Win,normal ending,True
1037,2074,1923-01-28,Friendly,France,0,Spain,3,Loss,normal ending,True
1038,2077,1923-02-04,Friendly,Belgium,1,Spain,0,Win,normal ending,True
1039,2078,1923-02-04,Friendly,Spain,0,Belgium,1,Loss,normal ending,True
1040,2081,1923-02-25,Friendly,Belgium,4,France,1,Win,normal ending,True
1041,2082,1923-02-25,Friendly,France,1,Belgium,4,Loss,normal ending,True
1042,2085,1923-03-05,British Championship,Wales,2,England,2,Draw,normal ending,True
1043,2086,1923-03-05,British Championship,England,2,Wales,2,Draw,normal ending,True
1048,2097,1923-03-19,Friendly,England,6,Belgium,1,Win,normal ending,True
1049,2098,1923-03-19,Friendly,Belgium,1,England,6,Loss,normal ending,True
1050,2101,1923-04-02,Friendly,Netherlands,8,France,1,Win,normal ending,True
1051,2102,1923-04-02,Friendly,France,1,Netherlands,8,Loss,normal ending,True
1056,2113,1923-04-22,Friendly,France,2,Switzerland,2,Draw,normal ending,True
1057,2114,1923-04-22,Friendly,Switzerland,2,France,2,Draw,normal ending,True
1058,2117,1923-04-29,Friendly,Netherlands,1,Belgium,1,Draw,normal ending,True
1059,2118,1923-04-29,Friendly,Belgium,1,Netherlands,1,Draw,normal ending,True
1062,2125,1923-05-10,Friendly,France,1,England,4,Loss,normal ending,True
1063,2126,1923-05-10,Friendly,England,4,France,1,Win,normal ending,True
1064,2129,1923-05-10,Friendly,Germany,0,Netherlands,0,Draw,normal ending,True
1065,2130,1923-05-10,Friendly,Netherlands,0,Germany,0,Draw,normal ending,True
1078,2157,1923-06-03,Friendly,Switzerland,1,Germany,2,Loss,normal ending,True
1079,2158,1923-06-03,Friendly,Germany,2,Switzerland,1,Win,normal ending,True
1084,2169,1923-06-17,Friendly,Denmark,3,Switzerland,2,Win,normal ending,True
1085,2170,1923-06-17,Friendly,Switzerland,2,Denmark,3,Loss,normal ending,True
1088,2177,1923-06-24,Copa Lipton,Argentina,0,Uruguay,0,Draw,normal ending,True
1089,2178,1923-06-24,Copa Lipton,Uruguay,0,Argentina,0,Draw,normal ending,True
1094,2189,1923-07-15,Friendly,Argentina,2,Uruguay,2,Draw,normal ending,True
1095,2190,1923-07-15,Friendly,Uruguay,2,Argentina,2,Draw,normal ending,True
1096,2193,1923-07-22,Copa Premio Honor Uruguayo,Uruguay,2,Argentina,2,Draw,normal ending,True
1097,2194,1923-07-22,Copa Premio Honor Uruguayo,Argentina,2,Uruguay,2,Draw,normal ending,True
1108,2217,1923-09-30,Copa Premio Honor Uruguayo,Uruguay,0,Argentina,2,Loss,normal ending,True
1109,2218,1923-09-30,Copa Premio Honor Uruguayo,Argentina,2,Uruguay,0,Win,normal ending,True
1118,2237,1923-11-01,Friendly,Belgium,2,England,2,Draw,normal ending,True
1119,2238,1923-11-01,Friendly,England,2,Belgium,2,Draw,normal ending,True
1128,2257,1923-11-18,Copa America,Argentina,2,Brazil,1,Win,normal ending,False
1129,2258,1923-11-18,Copa America,Brazil,1,Argentina,2,Loss,normal ending,False
1132,2265,1923-11-25,Friendly,Netherlands,4,Switzerland,1,Win,normal ending,True
1133,2266,1923-11-25,Friendly,Switzerland,1,Netherlands,4,Loss,normal ending,True
1134,2269,1923-11-25,Copa America,Uruguay,2,Brazil,1,Win,normal ending,True
1135,2270,1923-11-25,Copa America,Brazil,1,Uruguay,2,Loss,normal ending,True
1136,2273,1923-12-02,Friendly,Argentina,0,Brazil,2,Loss,normal ending,True
1137,2274,1923-12-02,Friendly,Brazil,2,Argentina,0,Win,normal ending,True
1138,2277,1923-12-02,Copa America,Uruguay,2,Argentina,0,Win,normal ending,True
1139,2278,1923-12-02,Copa America,Argentina,0,Uruguay,2,Loss,normal ending,True
1140,2281,1923-12-09,Copa Roca,Argentina,2,Brazil,0,Win,normal ending,True
1141,2282,1923-12-09,Copa Roca,Brazil,0,Argentina,2,Loss,normal ending,True
1148,2297,1923-12-16,Friendly,Spain,3,Portugal,0,Win,normal ending,True
1149,2298,1923-12-16,Friendly,Portugal,0,Spain,3,Loss,normal ending,True
1150,2301,1924-01-13,Friendly,France,2,Belgium,0,Win,normal ending,True
1151,2302,1924-01-13,Friendly,Belgium,0,France,2,Loss,normal ending,True
1156,2313,1924-03-03,British Championship,England,1,Wales,2,Loss,normal ending,True
1157,2314,1924-03-03,British Championship,Wales,2,England,1,Win,normal ending,True
1164,2329,1924-03-23,Friendly,Netherlands,1,Belgium,1,Draw,normal ending,True
1165,2330,1924-03-23,Friendly,Belgium,1,Netherlands,1,Draw,normal ending,True
1166,2333,1924-03-23,Friendly,Switzerland,3,France,0,Win,normal ending,True
1167,2334,1924-03-23,Friendly,France,0,Switzerland,3,Loss,normal ending,True
1170,2341,1924-04-21,Friendly,Netherlands,0,Germany,1,Loss,normal ending,True
1171,2342,1924-04-21,Friendly,Germany,1,Netherlands,0,Win,normal ending,True
1172,2345,1924-04-21,Friendly,Switzerland,2,Denmark,0,Win,normal ending,True
1173,2346,1924-04-21,Friendly,Denmark,0,Switzerland,2,Loss,normal ending,True
1174,2349,1924-04-27,Friendly,Belgium,1,Netherlands,1,Draw,normal ending,True
1175,2350,1924-04-27,Friendly,Netherlands,1,Belgium,1,Draw,normal ending,True
1178,2357,1924-05-17,Friendly,France,1,England,3,Loss,normal ending,True
1179,2358,1924-05-17,Friendly,England,3,France,1,Win,normal ending,True
1186,2373,1924-05-25,Copa Newton,Argentina,4,Uruguay,0,Win,normal ending,True
1187,2374,1924-05-25,Copa Newton,Uruguay,0,Argentina,4,Loss,normal ending,True
1188,2377,1924-05-25,Copa Lipton,Uruguay,2,Argentina,0,Win,normal ending,True
1189,2378,1924-05-25,Copa Lipton,Argentina,0,Uruguay,2,Loss,normal ending,True
1192,2385,1924-06-07,Friendly,Australia,3,Canada,2,Win,normal ending,True
1193,2386,1924-06-07,Friendly,Canada,2,Australia,3,Loss,normal ending,True
1194,2389,1924-06-10,Friendly,Poland,2,United States,3,Loss,normal ending,True
1195,2390,1924-06-10,Friendly,United States,3,Poland,2,Win,normal ending,True
1196,2393,1924-06-14,Friendly,Australia,0,Canada,1,Loss,normal ending,True
1197,2394,1924-06-14,Friendly,Canada,1,Australia,0,Win,normal ending,True
1202,2405,1924-06-23,Friendly,Australia,4,Canada,1,Win,normal ending,True
1203,2406,1924-06-23,Friendly,Canada,1,Australia,4,Loss,normal ending,True
1204,2409,1924-06-28,Friendly,Australia,0,Canada,0,Draw,normal ending,True
1205,2410,1924-06-28,Friendly,Canada,0,Australia,0,Draw,normal ending,True
1208,2417,1924-07-12,Friendly,Australia,1,Canada,4,Loss,normal ending,True
1209,2418,1924-07-12,Friendly,Canada,4,Australia,1,Win,normal ending,True
1210,2421,1924-07-26,Friendly,Australia,1,Canada,0,Win,normal ending,True
1211,2422,1924-07-26,Friendly,Canada,0,Australia,1,Loss,normal ending,True
1222,2445,1924-09-21,Friendly,Uruguay,1,Argentina,1,Draw,normal ending,True
1223,2446,1924-09-21,Friendly,Argentina,1,Uruguay,1,Draw,normal ending,True
1224,2449,1924-10-02,Friendly,Argentina,2,Uruguay,1,Win,normal ending,True
1225,2450,1924-10-02,Friendly,Uruguay,1,Argentina,2,Loss,normal ending,True
1226,2453,1924-10-05,Friendly,Denmark,2,Belgium,1,Win,normal ending,True
1227,2454,1924-10-05,Friendly,Belgium,1,Denmark,2,Loss,normal ending,True
1240,2481,1924-11-02,Copa America,Uruguay,0,Argentina,0,Draw,normal ending,True
1241,2482,1924-11-02,Copa America,Argentina,0,Uruguay,0,Draw,normal ending,True
1242,2485,1924-11-11,Friendly,Belgium,3,France,0,Win,normal ending,True
1243,2486,1924-11-11,Friendly,France,0,Belgium,3,Loss,normal ending,True
1246,2493,1924-12-08,Friendly,England,4,Belgium,0,Win,normal ending,True
1247,2494,1924-12-08,Friendly,Belgium,0,England,4,Loss,normal ending,True
1248,2497,1924-12-14,Friendly,Germany,1,Switzerland,1,Draw,normal ending,True
1249,2498,1924-12-14,Friendly,Switzerland,1,Germany,1,Draw,normal ending,True
1254,2509,1925-02-28,British Championship,Wales,1,England,2,Loss,normal ending,True
1255,2510,1925-02-28,British Championship,England,2,Wales,1,Win,normal ending,True
1256,2513,1925-03-15,Friendly,Belgium,0,Netherlands,1,Loss,normal ending,True
1257,2514,1925-03-15,Friendly,Netherlands,1,Belgium,0,Win,normal ending,True
1264,2529,1925-03-29,Friendly,Netherlands,2,Germany,1,Win,normal ending,True
1265,2530,1925-03-29,Friendly,Germany,1,Netherlands,2,Loss,normal ending,True
1272,2545,1925-04-19,Friendly,Switzerland,4,Netherlands,1,Win,normal ending,True
1273,2546,1925-04-19,Friendly,Netherlands,1,Switzerland,4,Loss,normal ending,True
1274,2549,1925-05-03,Friendly,Netherlands,5,Belgium,0,Win,normal ending,True
1275,2550,1925-05-03,Friendly,Belgium,0,Netherlands,5,Loss,normal ending,True
1278,2557,1925-05-21,Friendly,France,2,England,3,Loss,normal ending,True
1279,2558,1925-05-21,Friendly,England,3,France,2,Win,normal ending,True
1282,2565,1925-05-24,Friendly,Switzerland,0,Belgium,0,Draw,normal ending,True
1283,2566,1925-05-24,Friendly,Belgium,0,Switzerland,0,Draw,normal ending,True
1284,2569,1925-06-01,Friendly,Switzerland,0,Spain,3,Loss,normal ending,True
1285,2570,1925-06-01,Friendly,Spain,3,Switzerland,0,Win,normal ending,True
1298,2597,1925-06-27,Friendly,Canada,1,United States,0,Win,normal ending,True
1299,2598,1925-06-27,Friendly,United States,0,Canada,1,Loss,normal ending,True
1330,2661,1925-10-25,Friendly,Netherlands,4,Denmark,2,Win,normal ending,True
1331,2662,1925-10-25,Friendly,Denmark,2,Netherlands,4,Loss,normal ending,True
1332,2665,1925-10-25,Friendly,Switzerland,0,Germany,4,Loss,normal ending,True
1333,2666,1925-10-25,Friendly,Germany,4,Switzerland,0,Win,normal ending,True
1340,2681,1925-11-08,Friendly,United States,6,Canada,1,Win,normal ending,True
1341,2682,1925-11-08,Friendly,Canada,1,United States,6,Loss,normal ending,True
1346,2693,1925-12-13,Copa America,Argentina,4,Brazil,1,Win,normal ending,True
1347,2694,1925-12-13,Copa America,Brazil,1,Argentina,4,Loss,normal ending,True
1354,2709,1925-12-25,Copa America,Argentina,2,Brazil,2,Draw,normal ending,True
1355,2710,1925-12-25,Copa America,Brazil,2,Argentina,2,Draw,normal ending,True
1360,2721,1926-03-01,British Championship,England,1,Wales,3,Loss,normal ending,True
1361,2722,1926-03-01,British Championship,Wales,3,England,1,Win,normal ending,True
1362,2725,1926-03-14,Friendly,Belgium,1,Netherlands,1,Draw,normal ending,True
1363,2726,1926-03-14,Friendly,Netherlands,1,Belgium,1,Draw,normal ending,True
1364,2729,1926-03-28,Friendly,Netherlands,5,Switzerland,0,Win,normal ending,True
1365,2730,1926-03-28,Friendly,Switzerland,0,Netherlands,5,Loss,normal ending,True
1366,2733,1926-04-11,Friendly,France,4,Belgium,3,Win,normal ending,True
1367,2734,1926-04-11,Friendly,Belgium,3,France,4,Loss,normal ending,True
1370,2741,1926-04-18,Friendly,France,4,Portugal,2,Win,normal ending,True
1371,2742,1926-04-18,Friendly,Portugal,2,France,4,Loss,normal ending,True
1372,2745,1926-04-18,Friendly,Germany,4,Netherlands,2,Win,normal ending,True
1373,2746,1926-04-18,Friendly,Netherlands,2,Germany,4,Loss,normal ending,True
1376,2753,1926-04-25,Friendly,France,1,Switzerland,0,Win,normal ending,True
1377,2754,1926-04-25,Friendly,Switzerland,0,France,1,Loss,normal ending,True
1378,2757,1926-05-02,Friendly,Netherlands,1,Belgium,5,Loss,normal ending,True
1379,2758,1926-05-02,Friendly,Belgium,5,Netherlands,1,Win,normal ending,True
1382,2765,1926-05-24,Friendly,Belgium,3,England,5,Loss,normal ending,True
1383,2766,1926-05-24,Friendly,England,5,Belgium,3,Win,normal ending,True
1390,2781,1926-06-13,Friendly,Denmark,4,Netherlands,1,Win,normal ending,True
1391,2782,1926-06-13,Friendly,Netherlands,1,Denmark,4,Loss,normal ending,True
1394,2789,1926-06-20,Friendly,Belgium,2,France,2,Draw,normal ending,True
1395,2790,1926-06-20,Friendly,France,2,Belgium,2,Draw,normal ending,True
1424,2849,1926-10-24,Copa America,Argentina,0,Uruguay,2,Loss,normal ending,False
1425,2850,1926-10-24,Copa America,Uruguay,2,Argentina,0,Win,normal ending,False
1432,2865,1926-10-31,Friendly,Netherlands,2,Germany,3,Loss,normal ending,True
1433,2866,1926-10-31,Friendly,Germany,3,Netherlands,2,Win,normal ending,True
1436,2873,1926-11-06,Friendly,United States,6,Canada,2,Win,normal ending,True
1437,2874,1926-11-06,Friendly,Canada,2,United States,6,Loss,normal ending,True
1438,2877,1926-12-12,Friendly,Germany,2,Switzerland,3,Loss,normal ending,True
1439,2878,1926-12-12,Friendly,Switzerland,3,Germany,2,Win,normal ending,True
1448,2897,1927-02-12,British Championship,Wales,3,England,3,Draw,normal ending,True
1449,2898,1927-02-12,British Championship,England,3,Wales,3,Draw,normal ending,True
1450,2901,1927-03-13,Friendly,Belgium,2,Netherlands,0,Win,normal ending,True
1451,2902,1927-03-13,Friendly,Netherlands,0,Belgium,2,Loss,normal ending,True
1452,2905,1927-03-16,Friendly,Portugal,4,France,0,Win,normal ending,True
1453,2906,1927-03-16,Friendly,France,0,Portugal,4,Loss,normal ending,True
1462,2925,1927-04-17,Friendly,Spain,1,Switzerland,0,Win,normal ending,True
1463,2926,1927-04-17,Friendly,Switzerland,0,Spain,1,Loss,normal ending,True
1466,2933,1927-05-01,Friendly,Netherlands,3,Belgium,2,Win,normal ending,True
1467,2934,1927-05-01,Friendly,Belgium,2,Netherlands,3,Loss,normal ending,True
